S/N,"Full Name - First Name, Last Name",Gross Income CAD($),Sex,Date of Birth,Marital Status
1107,"Kuzante, Marandinho"," $138,107.00 ",M,24-02-63934,Divorced
1108,"Maruanto, Mazindara"," $95,362.00 ",F,24-02-64934,Single
1109,"Kuzante, Marandinho"," $173,027.00 ",F,24-02-65934,Married
1110,"Maruanto, Mazindara"," $67,275.00 ",N,24-02-66934,Divorced
1111,"Kuzante, Marandinho"," $92,665.00 ",M,24-02-67934,Single
1112,"Maruanto, Mazindara"," $199,671.00 ",N,24-02-68934,Married
1113,"Kuzante, Marandinho"," $123,698.00 ",F,24-02-69934,Divorced
1114,"Maruanto, Mazindara"," $210,672.00 ",N,24-02-70934,Single
1115,"Kuzante, Marandinho"," $204,144.00 ",M,24-02-71934,Married
1116,"Maruanto, Mazindara"," $18,146.00 ",F,24-02-72934,Divorced
1117,"Kuzante, Marandinho"," $219,637.00 ",M,24-02-73934,Single
1118,"Maruanto, Mazindara"," $178,176.00 ",M,24-02-74934,Married
1119,"Kuzante, Marandinho"," $97,236.00 ",M,24-02-75934,Divorced
1120,"Maruanto, Mazindara"," $216,439.00 ",N,24-02-76934,Divorced
1121,"Kuzante, Marandinho"," $59,437.00 ",M,24-02-77934,Single
1122,"Maruanto, Mazindara"," $78,471.00 ",F,24-02-78934,Married
1123,"Kuzante, Marandinho"," $142,615.00 ",F,24-02-79934,Divorced
1124,"Maruanto, Mazindara"," $96,040.00 ",N,24-02-80934,Single
1125,"Kuzante, Marandinho"," $139,243.00 ",M,24-02-81934,Married
1126,"Maruanto, Mazindara"," $33,270.00 ",N,24-02-82934,Divorced
1127,"Kuzante, Marandinho"," $51,983.00 ",F,24-02-83934,Single
1128,"Maruanto, Mazindara"," $231,194.00 ",N,24-02-84934,Married
1129,"Kuzante, Marandinho"," $67,429.00 ",M,24-02-85934,Divorced
1130,"Maruanto, Mazindara"," $138,926.00 ",F,24-02-86934,Single
1131,"Kuzante, Marandinho"," $171,143.00 ",M,24-02-87934,Married
1132,"Maruanto, Mazindara"," $152,016.00 ",M,24-02-88934,Divorced
1133,"Kuzante, Marandinho"," $119,511.00 ",M,24-02-89934,Single
1134,"Maruanto, Mazindara"," $87,488.00 ",N,24-02-90934,Married
1135,"Kuzante, Marandinho"," $101,234.00 ",M,24-02-91934,Divorced
1136,"Maruanto, Mazindara"," $73,592.00 ",F,24-02-92934,Single
1137,"Kuzante, Marandinho"," $81,154.00 ",F,24-02-93934,Married
1138,"Maruanto, Mazindara"," $96,795.00 ",N,24-02-94934,Divorced
1139,"Kuzante, Marandinho"," $39,649.00 ",M,24-02-95934,Divorced
1140,"Maruanto, Mazindara"," $154,590.00 ",N,24-02-96934,Single
1141,"Kuzante, Marandinho"," $154,962.00 ",F,24-02-97934,Married
1142,"Maruanto, Mazindara"," $198,552.00 ",N,24-02-98934,Divorced
1143,"Kuzante, Marandinho"," $123,322.00 ",M,24-02-99934,Single
1144,"Maruanto, Mazindara"," $210,761.00 ",F,24-02-100934,Married
